Organism_Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,species
Mycobacterium tuberculosis,M0025855-9,20829,SAMN10697645,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110055.1,4.34753,65.5,-,SBUU01,47,4292,4100,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/055/GCF_004110055.1_ASM411005v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/055/GCA_004110055.1_ASM411005v1,mtb
Mycobacterium tuberculosis,M0000109-0,20829,SAMN10697638,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110185.1,4.3998099999999996,65.6,-,SBVB01,18,4301,4119,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/185/GCF_004110185.1_ASM411018v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/185/GCA_004110185.1_ASM411018v1,mtb
Mycobacterium tuberculosis,M0018242-9,20829,SAMN10697630,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110195.1,4.371569999999999,65.6,-,SBVJ01,33,4285,4107,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/195/GCF_004110195.1_ASM411019v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/195/GCA_004110195.1_ASM411019v1,mtb
Mycobacterium tuberculosis,M0024365-0,20829,SAMN10697633,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110225.1,4.37815,65.6,-,SBVG01,23,4288,4107,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/225/GCF_004110225.1_ASM411022v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/225/GCA_004110225.1_ASM411022v1,mtb
Mycobacterium tuberculosis,M0023234-9,20829,SAMN10697595,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110325.1,4.36603,65.5,-,SBWS01,32,4306,4129,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/325/GCF_004110325.1_ASM411032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/325/GCA_004110325.1_ASM411032v1,mtb
Mycobacterium tuberculosis,M0017584-5,20829,SAMN10697628,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110335.1,4.3789,65.6,-,SBVL01,10,4271,4104,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/335/GCF_004110335.1_ASM411033v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/335/GCA_004110335.1_ASM411033v1,mtb
Mycobacterium tuberculosis,M0008625-7,20829,SAMN10697598,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110425.1,4.379519999999999,65.5,-,SBWP01,81,4328,4102,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/425/GCF_004110425.1_ASM411042v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/425/GCA_004110425.1_ASM411042v1,mtb
Mycobacterium tuberculosis,M0001924-1,20829,SAMN10697623,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110435.1,4.39623,65.6,-,SBVQ01,9,4284,4107,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/435/GCF_004110435.1_ASM411043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/435/GCA_004110435.1_ASM411043v1,mtb
Mycobacterium tuberculosis,M0010953-9,20829,SAMN10697622,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110475.1,4.39004,65.6,-,SBVR01,2,4280,4112,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/475/GCF_004110475.1_ASM411047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/475/GCA_004110475.1_ASM411047v1,mtb
Mycobacterium tuberculosis,M0008577-0,20829,SAMN10697592,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110625.1,4.39515,65.6,-,SBWV01,20,4326,4143,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/625/GCF_004110625.1_ASM411062v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/625/GCA_004110625.1_ASM411062v1,mtb
Mycobacterium tuberculosis,M0001330-1,20829,SAMN10697578,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110695.1,4.36287,65.5,-,SBXI01,68,4294,4105,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/695/GCF_004110695.1_ASM411069v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/695/GCA_004110695.1_ASM411069v1,mtb
Mycobacterium tuberculosis,M0001467-1,20829,SAMN10697587,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110835.1,4.36239,65.5,-,SBXA01,51,4298,4109,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/835/GCF_004110835.1_ASM411083v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/835/GCA_004110835.1_ASM411083v1,mtb
Mycobacterium tuberculosis,M0014025-2,20829,SAMN10697571,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110845.1,4.36742,65.6,-,SBXP01,9,4269,4109,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/845/GCF_004110845.1_ASM411084v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/845/GCA_004110845.1_ASM411084v1,mtb
Mycobacterium tuberculosis,M0003010-7,20829,SAMN10697588,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004110945.1,4.37131,65.5,-,SBWZ01,46,4298,4109,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/110/945/GCF_004110945.1_ASM411094v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/110/945/GCA_004110945.1_ASM411094v1,mtb
Mycobacterium tuberculosis,M0025352-7,20829,SAMN10697562,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111035.1,4.37369,65.6,-,SBXY01,20,4278,4104,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/035/GCF_004111035.1_ASM411103v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/035/GCA_004111035.1_ASM411103v1,mtb
Mycobacterium tuberculosis,M0025362-6,20829,SAMN10697535,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111055.1,4.369280000000001,65.6,-,SBYZ01,21,4285,4100,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/055/GCF_004111055.1_ASM411105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/055/GCA_004111055.1_ASM411105v1,mtb
Mycobacterium tuberculosis,M0025803-9,20829,SAMN10697559,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111145.1,4.3901900000000005,65.6,-,SBYB01,10,4274,4106,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/145/GCF_004111145.1_ASM411114v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/145/GCA_004111145.1_ASM411114v1,mtb
Mycobacterium tuberculosis,M0010727-7,20829,SAMN10697539,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111235.1,4.40833,65.6,-,SBYV01,11,4291,4116,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/235/GCF_004111235.1_ASM411123v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/235/GCA_004111235.1_ASM411123v1,mtb
Mycobacterium tuberculosis,M0011432-3,20829,SAMN10697553,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111285.1,4.3926300000000005,65.6,-,SBYH01,9,4282,4111,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/285/GCF_004111285.1_ASM411128v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/285/GCA_004111285.1_ASM411128v1,mtb
Mycobacterium tuberculosis,M0019966-2,20829,SAMN10697515,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111425.1,4.38892,65.6,-,SBZT01,39,4299,4120,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/425/GCF_004111425.1_ASM411142v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/425/GCA_004111425.1_ASM411142v1,mtb
Mycobacterium tuberculosis,M0005026-1,20829,SAMN10697509,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111455.1,4.34659,65.6,-,SBZZ01,27,4259,4089,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/455/GCF_004111455.1_ASM411145v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/455/GCA_004111455.1_ASM411145v1,mtb
Mycobacterium tuberculosis,M0013682-1,20829,SAMN10697554,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111505.1,4.38855,65.6,-,SBYG01,17,4279,4102,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/505/GCF_004111505.1_ASM411150v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/505/GCA_004111505.1_ASM411150v1,mtb
Mycobacterium tuberculosis,M0003528-8,20829,SAMN10697532,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111535.1,4.3929,65.6,-,SBZC01,15,4283,4112,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/535/GCF_004111535.1_ASM411153v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/535/GCA_004111535.1_ASM411153v1,mtb
Mycobacterium tuberculosis,M0015418-8,20829,SAMN10697514,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111675.1,4.3580000000000005,65.5,-,SBZU01,54,4291,4101,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/675/GCF_004111675.1_ASM411167v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/675/GCA_004111675.1_ASM411167v1,mtb
Mycobacterium tuberculosis,M0003140-2,20829,SAMN10697527,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111755.1,4.38288,65.6,-,SBZH01,18,4279,4108,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/755/GCF_004111755.1_ASM411175v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/755/GCA_004111755.1_ASM411175v1,mtb
Mycobacterium tuberculosis,M0007932-8B,20829,SAMN10697522,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111825.1,4.37574,65.6,-,SBZM01,26,4297,4099,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/825/GCF_004111825.1_ASM411182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/825/GCA_004111825.1_ASM411182v1,mtb
Mycobacterium tuberculosis,M0024852-7,20829,SAMN10697547,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111845.1,4.3842,65.6,-,SBYN01,22,4289,4116,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/845/GCF_004111845.1_ASM411184v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/845/GCA_004111845.1_ASM411184v1,mtb
Mycobacterium tuberculosis,M0002509-9,20829,SAMN10697525,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004111925.1,4.38287,65.6,-,SBZJ01,22,4302,4108,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/111/925/GCF_004111925.1_ASM411192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/111/925/GCA_004111925.1_ASM411192v1,mtb
Mycobacterium tuberculosis,M0005296-0,20829,SAMN10697504,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112225.1,4.37615,65.6,-,SCAE01,24,4291,4104,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/225/GCF_004112225.1_ASM411222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/225/GCA_004112225.1_ASM411222v1,mtb
Mycobacterium tuberculosis,M0004693-9,20829,SAMN10697474,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112245.1,4.38968,65.6,-,SCBI01,12,4277,4103,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/245/GCF_004112245.1_ASM411224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/245/GCA_004112245.1_ASM411224v1,mtb
Mycobacterium tuberculosis,M0001014-1,20829,SAMN10697465,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112535.1,4.3861,65.6,-,SCBR01,13,4292,4111,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/535/GCF_004112535.1_ASM411253v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/535/GCA_004112535.1_ASM411253v1,mtb
Mycobacterium tuberculosis,M0025203-2,20829,SAMN10697497,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112565.1,4.38877,65.6,-,SCAL01,21,4295,4117,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/565/GCF_004112565.1_ASM411256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/565/GCA_004112565.1_ASM411256v1,mtb
Mycobacterium tuberculosis,M0015476-6,20829,SAMN10697479,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112625.1,4.39688,65.6,-,SCBD01,7,4288,4106,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/625/GCF_004112625.1_ASM411262v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/625/GCA_004112625.1_ASM411262v1,mtb
Mycobacterium tuberculosis,M0002221-1,20829,SAMN10697469,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112695.1,4.39776,65.6,-,SCBN01,7,4292,4106,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/695/GCF_004112695.1_ASM411269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/695/GCA_004112695.1_ASM411269v1,mtb
Mycobacterium tuberculosis,M0016408-8,20829,SAMN10697488,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004112825.1,4.35959,65.5,-,SCAU01,65,4312,4114,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/112/825/GCF_004112825.1_ASM411282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/112/825/GCA_004112825.1_ASM411282v1,mtb
Mycobacterium tuberculosis,M0007667-0,20829,SAMN10697487,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113135.1,4.32144,65.5,-,SCAV01,57,4267,4082,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/135/GCF_004113135.1_ASM411313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/135/GCA_004113135.1_ASM411313v1,mtb
Mycobacterium tuberculosis,M0004791-1,20829,SAMN10697467,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113285.1,4.38488,65.6,-,SCBP01,11,4281,4106,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/285/GCF_004113285.1_ASM411328v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/285/GCA_004113285.1_ASM411328v1,mtb
Mycobacterium tuberculosis,M0020272-2,20829,SAMN10697432,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113445.1,4.38022,65.6,-,SCCX01,7,4274,4106,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/445/GCF_004113445.1_ASM411344v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/445/GCA_004113445.1_ASM411344v1,mtb
Mycobacterium tuberculosis,M0009754-4,20829,SAMN10697433,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113745.1,4.38382,65.6,-,SCCW01,8,4281,4110,2019/01/25,2019/02/06,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/745/GCF_004113745.1_ASM411374v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/745/GCA_004113745.1_ASM411374v1,mtb
Mycobacterium tuberculosis,M0015752-0,20829,SAMN10697427,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113775.1,4.377680000000001,65.6,-,SCDC01,9,4274,4105,2019/01/25,2019/02/06,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/775/GCF_004113775.1_ASM411377v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/775/GCA_004113775.1_ASM411377v1,mtb
Mycobacterium tuberculosis,M0007045-9,20829,SAMN10697655,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113875.1,4.354019999999999,65.5,-,SBUK01,5,4257,4096,2019/01/25,2019/02/06,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/875/GCF_004113875.1_ASM411387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/875/GCA_004113875.1_ASM411387v1,mtb
Mycobacterium tuberculosis,M0012463-7,20829,SAMN10697635,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004113935.1,4.40374,65.6,-,SBVE01,21,4309,4124,2019/01/25,2019/02/06,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/113/935/GCF_004113935.1_ASM411393v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/113/935/GCA_004113935.1_ASM411393v1,mtb
Mycobacterium tuberculosis,M0006277-9,20829,SAMN10697648,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004114025.1,4.36316,65.5,-,SBUR01,84,4311,4111,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/025/GCF_004114025.1_ASM411402v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/025/GCA_004114025.1_ASM411402v1,mtb
Mycobacterium tuberculosis,M0026148-8,20829,SAMN10697646,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004114045.1,4.36795,65.6,-,SBUT01,34,4297,4120,2019/01/25,2019/02/06,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/045/GCF_004114045.1_ASM411404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/045/GCA_004114045.1_ASM411404v1,mtb
Mycobacterium tuberculosis,M0016068-0,20829,SAMN10697650,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004114055.1,4.37697,65.5,-,SBUP01,66,4305,4118,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/055/GCF_004114055.1_ASM411405v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/055/GCA_004114055.1_ASM411405v1,mtb
Mycobacterium tuberculosis,M0020245-8,20829,SAMN10697637,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004114145.1,4.37275,65.6,-,SBVC01,14,4275,4101,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/145/GCF_004114145.1_ASM411414v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/145/GCA_004114145.1_ASM411414v1,mtb
Mycobacterium tuberculosis,M0020041-1,20829,SAMN10697643,PRJNA343736,Terrabacteria group,Actinobacteria,GCA_004114155.1,4.388330000000001,65.6,-,SBUW01,58,4308,4111,2019/01/25,2019/01/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/155/GCF_004114155.1_ASM411415v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/155/GCA_004114155.1_ASM411415v1,mtb
Mycobacterium tuberculosis,Beijing,20829,SAMN03291410,PRJNA273400,Terrabacteria group,Actinobacteria,GCA_004143585.1,4.35573,65.6,-,JXXI01,149,4313,4068,2019/02/06,2019/02/15,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/143/585/GCF_004143585.1_ASM414358v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/143/585/GCA_004143585.1_ASM414358v1,mtb
Mycobacterium tuberculosis,8918_A6,20829,SAMN08205016,PRJNA423087,Terrabacteria group,Actinobacteria,GCA_004327555.1,4.40717,65.6,-,PKPV01,31,4321,4162,2019/03/05,2019/03/07,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/327/555/GCF_004327555.1_ASM432755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/327/555/GCA_004327555.1_ASM432755v1,mtb
Mycobacterium tuberculosis,8918_B4,20829,SAMN08205020,PRJNA423087,Terrabacteria group,Actinobacteria,GCA_004327585.1,4.40665,65.6,-,PKPR01,34,4318,4154,2019/03/05,2019/03/07,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/327/585/GCF_004327585.1_ASM432758v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/327/585/GCA_004327585.1_ASM432758v1,mtb
Mycobacterium tuberculosis,8918_A4,20829,SAMN08205015,PRJNA423087,Terrabacteria group,Actinobacteria,GCA_004327645.1,4.40776,65.6,-,PKPW01,33,4321,4159,2019/03/05,2019/03/07,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/327/645/GCF_004327645.1_ASM432764v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/327/645/GCA_004327645.1_ASM432764v1,mtb
Mycobacterium tuberculosis,EKB79,20829,SAMN10593121,PRJNA509547,Terrabacteria group,Actinobacteria,GCA_004745605.1,4.3573900000000005,65.6,-,SRLK01,177,4285,4076,2019/04/08,2019/04/11,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/745/605/GCF_004745605.1_ASM474560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/745/605/GCA_004745605.1_ASM474560v1,mtb
Mycobacterium tuberculosis,TBR056,20829,SAMN11554262,PRJNA540158,Terrabacteria group,Actinobacteria,GCA_005239005.1,4.3224599999999995,65.3,-,SZTV01,235,4404,3998,2019/05/08,2019/05/10,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/239/005/GCF_005239005.1_ASM523900v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/005/GCA_005239005.1_ASM523900v1,mtb
Mycobacterium tuberculosis,TBR038,20829,SAMN11554259,PRJNA540158,Terrabacteria group,Actinobacteria,GCA_005239015.1,4.3224800000000005,65.4,-,SZTS01,161,4352,4001,2019/05/08,2019/05/10,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/239/015/GCF_005239015.1_ASM523901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/015/GCA_005239015.1_ASM523901v1,mtb
Mycobacterium tuberculosis,2926STDY5723489,20829,SAMEA2682739,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120425.1,4.36855,65.6,-,FPMW01,65,4269,4090,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/425/GCF_900120425.1_14722_6_24,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/425/GCA_900120425.1_14722_6_24,mtb
Mycobacterium tuberculosis,2926STDY5723485,20829,SAMEA2682735,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120435.1,4.36696,65.6,-,FPNJ01,62,4263,4080,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/435/GCF_900120435.1_14722_6_23,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/435/GCA_900120435.1_14722_6_23,mtb
Mycobacterium tuberculosis,2926STDY5723530,20829,SAMEA2682779,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120445.1,4.32505,65.6,-,FPNB01,71,4245,4066,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/445/GCF_900120445.1_14722_6_40,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/445/GCA_900120445.1_14722_6_40,mtb
Mycobacterium tuberculosis,2926STDY5723494,20829,SAMEA2682744,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120455.1,4.32303,65.6,-,FPOD01,65,4250,4073,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/455/GCF_900120455.1_14722_6_25,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/455/GCA_900120455.1_14722_6_25,mtb
Mycobacterium tuberculosis,2926STDY5723454,20829,SAMEA2682704,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120465.1,4.35998,65.6,-,FPOK01,89,4285,4082,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/465/GCF_900120465.1_14722_6_12,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/465/GCA_900120465.1_14722_6_12,mtb
Mycobacterium tuberculosis,2926STDY5723456,20829,SAMEA2682706,PRJEB5280,Terrabacteria group,Actinobacteria,GCA_900120475.1,4.36455,65.6,-,FPNL01,65,4273,4088,2016/11/23,2017/03/14,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/475/GCF_900120475.1_14722_6_14,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/475/GCA_900120475.1_14722_6_14,mtb
